index,text,company,positive,negative,notr
5858,#Turkcell'in internet paketi fiyatları çok pahalı ve hız konusunda da sorun yaşıyorum.,Turkcell,,fiyatları çok pahalı|sorun yaşıyorum,
5859,#Turkcell internet paketim bittiğinde otomatik yenileme yapıldı. Bu konuda bilgi verilmediği için çok sinirlendim.,Turkcell,,otomatik yenileme|bilgi verilmediği için sinirlendim,
5860,TurkNet internet bağlantım sürekli kopuyor. Bu durumda nasıl çalışabilirim?,TurkNet,,internet bağlantım sürekli kopuyor,nasıl çalışabilirim  
5861,#Trendyol siparişimi iptal ettim ama para iadesi hala yapılmadı. Bu nasıl müşteri memnuniyeti?,Trendyol,,siparişimi iptal ettim ama para iadesi yapılmadı|bu nasıl müşteri memnuniyeti,
5862,Hastanede hemşireler çok ilgisizdi ve randevular sürekli gecikiyordu. Hizmet kalitesini arttırmalısınız. @Hastane,Hastane,,hemşireler çok ilgisizdi|randevular sürekli gecikiyordu,
5863,Harika bir tatil geçirdik, otel personeli çok ilgiliydi. Kesinlikle tekrar geleceğiz.,otel,Harika|çok ilgiliydi,tekrar geleceğiz  
5864,Harika bir kahve deneyimi yaşadım. Tebrikler #Starbucks!,Starbucks,Harika bir kahve deneyimi yaşadım|Tebrikler,,
5865,Giydiğim gömlek bir yıkamada çekti. Kalitesi bu kadar kötü olmamalı.,,,bir yıkamada çekti|kalitesi kötü,
5866,Gitgide daha kötü bir hizmet alıyorum. Ürünler geç ve hasarlı geliyor.,,kötü bir hizmet,geç ve hasarlı geliyor,
5867,Geçen hafta sipariş ettiğim ürün hala kargoya verilmedi. Böyle sorumsuzluk görmedim. @Morhipo,Morhipo,,hala kargoya verilmedi|sorumsuzluk,
5868,Geçen hafta alışveriş yaptığım mağazadan hiç memnun kalmadım. Satış temsilcileri çok ilgisizdi.,,,hiç memnun kalmadım|çok ilgisizdi,
5869,Getir’den gelen sipariş tam zamanında ve eksiksizdi,Getir,tam zamanında ve eksiksizdi,,
5870,Getir'den sipariş verdiğim ürünler eksik geldi. Böyle bir hizmet kabul edilemez.,Getir,,ürünler eksik geldi|kabul edilemez,
5871,Garanti kapsamında olan ürünüm hala tamir edilmedi. Ne zaman dönüş yapacaksınız?,,,hala tamir edilmedi,ne zaman dönüş yapacaksınız  
5872,Garanti Bankası'nın mobil uygulaması sürekli çöküyor. Hiçbir işlem yapamıyorum.,Garanti Bankası,,sürekli çöküyor|Hiçbir işlem yapamıyorum,
5873,Garanti Bankası'ndan aldığım kredi kartı teslimatı bir türlü gelmiyor. Sürekli erteliyorlar.,Garanti Bankası,,teslimatı gelmiyor|sürekli erteliyorlar,
5874,Garanti Bankası'nda kredi başvurum reddedildi. Sebebini öğrenmek istiyorum.,Garanti Bankası,,reddedildi,sebebini öğrenmek istiyorum  
5875,Hepsiburada'dan aldığım laptop bozuk çıktı ve iade kabul edilmedi.,Hepsiburada,,bozuk çıktı|iade kabul edilmedi,
5876,Garanti Bankası müşteri hizmetleri çok yavaş. Bir sorunu çözmek için bir saat bekledim.,Garanti Bankası,,çok yavaş|bir saat bekledim,
5877,Garanti BBVA mobil uygulaması çok kullanışlı sorun yaşamıyorum,Garanti BBVA,çok kullanışlı|sorun yaşamıyorum,,
5878,Fişimde yazan tarihle aldığım ürün farklı çıkmış ne yapmam gerekiyor,,Fişimde yazan tarihle aldığım ürün farklı çıkmış,ne yapmam gerekiyor,
5879,Firmanızdan aldığım üründe bir sorun yaşamadım. Genel olarak memnunum.,,memnunum,,sorun yaşamadım  
5880,Firmanızdan aldığım mobilyaların montajı eksik yapıldı ve çok geç geldi.,,,eksik yapıldı|çok geç geldi,
5881,Evkur'dan aldığım mobilyalar çizik içinde geldi. İade etmek istiyorum ama süreç çok yavaş işliyor.,Evkur,,çizik içinde|süreç çok yavaş,
5882,Evkur'dan aldığım kanepe sökük çıktı. İade edeceğim.,Evkur,,sökük çıktı,iade edeceğim  
5883,Evinet internet hizmeti berbat. Bağlantı sürekli kopuyor ve müşteri hizmetleri çok ilgisiz,Evinet,,berbat|sürekli kopuyor|ilgisiz,
5884,Evimde kullandığım Miele çamaşır makinesi mükemmel çalışıyor. Hem enerji tasarruflu hem de gürültüsüz.,Miele,mükemmel çalışıyor|enerji tasarruflu|gürültüsüz,,
5885,Evidea'dan aldığım masa kurulum kılavuzu eksik çıktı müşteri hizmetleri yardımcı olmadı,Evidea,,kurulum kılavuzu eksik|yardımcı olmadı,
5886,Eve aldığım buzdolabı ilk günden arıza yaptı. Böyle bir şey beklemiyordum. @Arçelik,Arçelik,,arıza yaptı|beklemiyordum,
5887,Evde sürekli elektrik kesintisi oluyor. Bıktım artık.,,,elektrik kesintisi oluyor|Bıktım artık,
5888,Etstur'dan aldığım tatil paketi tam bir fiyasko çıktı. Paramı geri istiyorum.,Etstur,,fiyasko|Paramı geri istiyorum,
5889,Enpara ile ilgili hiçbir sorun yaşamadım. Bankacılık işlemleri hızlı ve kolay.,Enpara,hiçbir sorun yaşamadım|hızlı ve kolay,,
5890,En son aldığım telefon kılıfı kalitesiz çıktı ve birkaç günde yırtıldı. Bir daha o mağazadan alışveriş yapmam.,,kalitesiz çıktı|birkaç günde yırtıldı|bir daha o mağazadan alışveriş yapmam,,
5891,Eldiven aldım ama delik çıktı. İade etmek istiyorum.,,,delik çıktı,iade etmek istiyorum  
5892,Eczane çok yardımcı oldu ama ilacı bulamadım,,yardımcı oldu,ilacı bulamadım,
5893,Devlet hastanesinde sıra beklemekten bıktım.,Devlet hastanesi,,sıra beklemekten bıktım,
5894,Denizbank kart aidatlarını çok yüksek buluyorum. Bu konuda bir indirim yapılamaz mı?,Denizbank,,kart aidatlarını çok yüksek buluyorum,indirimi yapılamaz mı  
5895,DenizBank'tan kredi çektim ama faiz oranları çok yüksek. Bu kadar yüksek olması haksızlık.,DenizBank,,faiz oranları çok yüksek|haksızlık,
5896,CarrefourSA marketinde kasiyerler çok yavaş çalışıyor. Uzun kuyruklarda beklemekten bıktım.,CarrefourSA,,çok yavaş çalışıyor|uzun kuyruklar|bıktım,
5897,Bütün gün boyunca elektrik kesintisi yaşadık ve yetkililerden bir açıklama yapılmadı. Bu nasıl hizmet?,,,elektrik kesintisi|açıklama yapılmadı,
5898,Bugün PTT kargo ile gönderdiğim paket kayboldu. Gerçekten sinir bozucu, PTT,,paket kayboldu|sinir bozucu,
5899,Bu taksi uygulaması çok kullanışlı! Şoförler de çok nazik ve kibar. @taksiuygulama,taksiuygulama,kullanışlı|nazik|kibar,,
5900,Bu sabah aldığım ekmek bayattı marketinizden alışveriş yapmayı bırakacağım,market,,,ekmek bayattı|alışveriş yapmayı bırakacağım  
5901,Bu nasıl kötü bir hizmettir! @YurtiçiKargo kargonuz kayıp.,YurtiçiKargo,,kötü|kayip,
5902,Bu kadar kötü bir ürün olamaz! Hemen iadesini istiyorum.,,,kötü bir ürün|iadesini istiyorum,
5903,Bu kadar kötü bir hizmetle karşılaşacağımı düşünmezdim. Ürün bozuk ve ilgilenen yok.,,,kötü bir hizmet|bozuk|ilgilenen yok,
5904,Bu kadar kötü bir hizmet görmedim. @Aras Kargo,Aras Kargo,,bu kadar kötü bir hizmet,
5905,Birbirinden güzel ürünler ve hızlı servis için @Ikea'ya teşekkür ederim.,Ikea,güzel ürünler|hızlı servis,teşekkür ederim,
5906,Bim'den aldığım ürünlerin kalite beklediğimden düşük çıktı. İade etmek zorunda kaldım,Bim,,kalite beklediğimden düşük çıktı,
5907,Bim'den aldığım ürün bozuk çıktı ve iadeyi kabul etmediler. Bu ne biçim müşteri memnuniyeti?,Bim,,bozuk çıktı|iadeyi kabul etmediler|biçim müşteri memnuniyeti,
5908,Bim'den aldığım yoğurt bozuk çıktı. Rezillik!,Bim,,bozuk çıktı|Rezillik!,
5909,Bim'den aldığım süt bozuk çıktı. Bu kadar kötü bir ürün satmanız inanılmaz.,Bim,,bozuk çıktı|kötü bir ürün,
5910,Bim'de alışveriş yaparken kasiyer çok kaba davrandı.,Bim,,kasiyer çok kaba davrandı,
5911,Belediyenin yapması gereken yol çalışmaları bir türlü bitmiyor.,Belediye,,bir türlü bitmiyor,
5912,Beko’nun çamaşır makinesi çok ses çıkarıyor. Teknik servis de çözüm bulamadı.,Beko,,çok ses çıkarıyor|çözüm bulamadı,
5913,Beklentimin çok üstünde bir hizmet aldım. Teşekkür ederim @Migros.,Migros,beklentimin çok üstünde bir hizmet|Teşekkür ederim,,
5914,Başarısız kargo hizmeti. Ptt Kargo paketimi geç teslim ettiği için tüm planlarım alt üst oldu.,Ptt Kargo,,başarısız|geç teslim|alt üst oldu,
5915,Bankadaki müşteri temsilcisi çok kibar ve çözüm odaklıydı. Teşekkür ederim.,Banka,kibar|çözüm odaklıydı|teşekkür ederim,,
5916,Banka şubesinde müşteri hizmetleri sıfır ilgi gösteriyor. Saatlerce sıra bekledim. Bu kadar kötü olamaz #GarantiBBVA,GarantiBBVA,,sıfır ilgi|saatlerce sıra bekledim|kötü olamaz,
5917,Banka şubesi çok kalabalık ve sırada bir saat bekledim. İşlem yaparken de sürekli aksaklıklar yaşandı.,,,çok kalabalık|bir saat bekledim|aksaklıklar yaşandı,
5918,Banka hesabımdan habersiz para çekildi. Şikayet oluşturdum ama geri dönüş yapan yok. Acilen çözüm istiyorum.,,,habersiz para çekildi|geri dönüş yapan yok|çözüm istiyorum,
5919,Bana gönderdiğiniz bilgisayar çalışmıyor ve müşteri hizmetlerine ulaşamıyorum. Bu nasıl bir hizmet @mediamarkt,Mediamarkt,,bilgisayar çalışmıyor|ulaşamıyorum,
5920,Ayakkabımın tabanı bir hafta içinde çıktı bu kadar kalitesiz ürün satmamalısınız,Zara,,tabanı çıktı|kalitesiz ürün,
5921,Ayakkabı aldım ama kutusundan farklı bir çift çıktı. Bu durumu acilen düzeltmenizi talep ediyorum.,ayakkabı,,farklı bir çift çıktı,acilen düzeltmenizi talep ediyorum  
5922,Ödeme yapmama rağmen hizmet aktif olmadı hala bekliyorum @TTNET,TTNET,,aktif olmadı|bekliyorum,
5923,Arçelik buzdolabım bir hafta önce bozuldu ve hala tamir edilmedi.,Arçelik,,bozuldu ve hala tamir edilmedi,
5924,Arçelik buzdolabı aldım. Ses yapıyor ve soğutmuyor. Ürünü iade etmek istiyorum.,Arçelik,,ses yapıyor|soğutmuyor,iade etmek istiyorum  
5925,Arçelik bulaşık makinem sürekli hata veriyor. Servis çağırmak zorunda kaldım. Makinenin değiştirilmesini istiyorum.,Arçelik,,hata veriyor|değiştirilmesini istiyorum,
5926,Aras Kargo'nun teslimat süreci çok uzun sürdü. Ürün elime bir hafta sonra geçti.,Aras Kargo,,teslimat süreci uzun sürdü,
5927,Aras Kargo'dan gelen paketim kırık çıktı. Böyle özensiz bir taşıma görmedim. Şikayetçiyim.,Aras Kargo,,kırık çıktı|özensiz|şikayetçiyim,
5928,Aras Kargo ile gönderdiğim paket kayboldu. Hiçbir şekilde geri dönüş alamıyorum.,Aras Kargo,,paket kayboldu|geri dönüş alamıyorum,
5929,Aras Kargo gönderimi kaybetti. Müşteri hizmetleri hiç yardımcı olmuyor.,Aras Kargo,,kaybetti|hiç yardımcı olmuyor,
5930,Aracımın servisi çok iyi yapıldı. Teşekkürler @Renault!,Renault,servisi çok iyi yapıldı|teşekkürler,,
5931,Apple'dan aldığım iPhone 13 mükemmel çalışıyor.,Apple,mükemmel çalışıyor,,
5932,Apple Store müşteri hizmetleri harika çalışıyor. Ancak ürünler çok pahalı.,Apple Store,müşteri hizmetleri harika çalışıyor,ürünler çok pahalı,
5933,Annemin doğum günü için aldığım çiçek solmuş geldi. Hayal kırıklığı yaşadım!,,,çiçek solmuş|Hayal kırıklığı yaşadım,
5934,Ankara’da otobüsler çok kalabalık ve zamanında gelmiyor.,,,çok kalabalık|zamanında gelmiyor,otobüsler  
5935,Ankara'da bir lokantada yediğim yemek berbattı, Lokanta, ,berbattı,
5936,AnadoluJet ile uçtum ve çok memnun kaldım. Ancak bagaj süreci biraz karışıktı.,AnadoluJet,memnun kaldım,bagaj süreci karışıktı,
5937,Amazon'dan sipariş ettiğim kitaplar zamanında geldi fakat kapağı hasarlıydı.,Amazon,zamanında geldi,kapağı hasarlıydı,
5938,Amazon'dan aldığım ürün beklediğimden daha hızlı geldi. Hizmetiniz gerçekten mükemmel.,Amazon,beklediğimden daha hızlı geldi|Hizmetiniz gerçekten mükemmel,,
5939,Amazon'dan aldığım ürün beklediğim gibi çıktı. Hızlı teslimat için teşekkürler.,Amazon,beklediğim gibi çıktı|hızlı teslimat için teşekkürler,,
5940,Amazon'dan aldığım kitaplar çok hızlı geldi. Hizmetten memnun kaldım.,Amazon,çok hızlı geldi|memnun kaldım,,
5941,Amazon'dan aldığım kitaplar çok hızlı geldi ve paketleme mükemmeldi. Teşekkürler Amazon., Amazon, çok hızlı geldi|paketleme mükemmeldi|teşekkürler Amazon,,
5942,Amazon'dan aldığım kitaplar hasarlı geldi iade etmek istiyorum.,Amazon,,kitaplar hasarlı,iade etmek istiyorum  
5943,Amazon'dan aldığım kitaplar eksik geldi. Müşteri hizmetleri yardımcı oldu ama eksik kitaplar hala gelmedi.,Amazon,müşteri hizmetleri yardımcı oldu,eksik geldi|eksik kitaplar hala gelmedi,
5944,Amazon müşteri hizmetleri çok ilgiliydi. İade sürecim çok kolay geçti,Amazon,müşteri hizmetleri çok ilgiliydi|iade sürecim çok kolay geçti,,
5945,Alışveriş merkezinde çocuk oyun alanları çok güzel. Çocuklarım bayıldı.,,,çok güzel|bayıldı,
5946,Almış olduğum çamaşır makinesi bozuk çıktı. Bu sorunun acilen çözülmesini talep ediyorum. Şikayetçiyim.,,,bozuk çıktı|şikayetçiyim|acilen çözülmesini talep ediyorum,
5947,Aliexpress'ten aldığım ürün hiç beklediğim gibi çıkmadı. Tam anlamıyla hayal kırıklığı.,Aliexpress,,beklediğim gibi çıkmadı|hayal kırıklığı,
5948,Aldığım laptop bozuk çıktı geri iade kabul edilmiyor. Dell müşteri hizmetleri tam bir hayal kırıklığı.,Dell,,bozuk çıktı|geri iade kabul edilmiyor|hayal kırıklığı,
5949,Aldığım LED TV çok iyi çalışıyor. Teşekkürler @Samsung, Samsung,çok iyi çalışıyor,,
5950,@Trendyol'dan aldığım ürün beklediğim gibi değildi. İade sürecini başlattım.,Trendyol,,beklediğim gibi değildi, iade sürecini başlattım  
5951,@Trendyol'dan yaptığım alışveriş sorunsuz geçti. Paketleme de gayet iyiydi.,Trendyol,alışveriş sorunsuz|Paketleme de gayet iyiydi,,
5952,@TrendyolDestek aldığım ürünler çok kalitesiz çıktı. İade sürecini başlattım ama hala dönüş yapan olmadı.,TrendyolDestek,,çok kalitesiz çıktı|hala dönüş yapan olmadı,
5953,@TrendyolDestek sipariş ettiğim elbise istediğim gibi gelmedi. Renk ve model farklı.,TrendyolDestek,,istediğim gibi gelmedi|farklı,
5954,@TrendyolExpress kargom neden hala gelmedi? 10 gün oldu ve hala bir hareket yok. Bu kadar yavaş bir hizmet görmedim.,TrendyolExpress,,hala gelmedi|bu kadar yavaş bir hizmet|hareket yok,
5955,@TurkNet hızınız gerçekten iyi ama müşteri hizmetlerine bağlanmak için saatlerce beklemek zorunda kalıyorum. Lütfen bu duruma bir çözüm bulun.,TurkNet,hızınız gerçekten iyi,bağlanmak için saatlerce beklemek|zorluk,lütfen bu duruma bir çözüm bulun  
5956,@Turkcell faturalama konusunda sürekli sorun yaşıyorum. Faturalarım yanlış hesaplanıyor ve düzeltilmiyor.,Turkcell,,sorun yaşıyorum|yanlış hesaplanıyor|düzeltilmiyor,
5957,@Turkcell müşteri hizmetlerine saatlerce ulaşamıyorum. Bu kadar zor olmamalı.,Turkcell,,saatlerce ulaşamıyorum|bu kadar zor olmamalı,
5958,@Turkcell müşteri temsilcileri çok ilgili ve nazik. Sorunumu hemen çözdüler. Teşekkür ederim.,Turkcell,ilgili|nazik|hemen çözdüler|teşekkür ederim,,
5959,@TurkishAirlines uçuşum iptal edildi. Alternatif bir uçuş teklif etmiyorsunuz. İlgilenir misiniz?,TurkishAirlines,,iptal edildi|teklif etmiyorsunuz,İlgilenir misiniz  
5960,@TurkishAirlines uçuşum sorunsuzdu fakat yemekler çok kötüydü.,TurkishAirlines,uçuşum sorunsuzdu,yemekler çok kötüydü,
5961,@Uber destek sağladığınız için teşekkür ederim. Ancak sürücüleriniz daha nazik olabilir.,Uber,destek sağladığınız için teşekkür ederim,daha nazik olabilir,
5962,@VodafoneNet bağlantı çok sık kesiliyor. Destek hattınız ulaşılmaz durumda. Bu durumu bir an önce düzeltin.,VodafoneNet,,bağlantı kesiliyor|destek hattınız ulaşılmaz,bir an önce düzeltin  
5963,@VodafoneNet internet sürekli kesiliyor. Tam bir hayal kırıklığı.,VodafoneNet,,sürekli kesiliyor|hayal kırıklığı,
5964,@VodafoneNet internetim sürekli kesiliyor. Bu aksamalar cidden can sıkıcı.,VodafoneNet,,sürekli kesiliyor|can sıkıcı,
5965,@VodafoneTR internet çekim gücü çok kötü. Bu durumu düzeltir misiniz?,VodafoneTR,,internet çekim gücü çok kötü,düzeltir misiniz  
5966,@VodafoneTR müşteri hizmetlerine ulaşmak imkansız. Sorunumu nasıl çözeceğim?,VodafoneTR,,ulaşmak imkansız,Sorunumu nasıl çözeceğim?
5967,@VodafoneTR müşteri temsilcileri çok yardımcı oldular. Hizmetlerinden memnun kaldım.,VodafoneTR,,çok yardımcı oldular|memnun kaldım,
5968,@XYZmarket Ürünleriniz bozuk çıktı. Çöpe attım hepsini,XYZmarket,,ürünleriniz bozuk çıktı|çöpe attım hepsini,
5969,@YKBmusteri_destek Kredi kartı aidatını geri almak çok zor oldu. Bir daha aynı sorun olursa kartımı iptal edeceğim.,YKBmusteri_destek,,geri almak çok zor|bir daha aynı sorun olursa,
5970,@YapiKredi ATM kartımı yuttu. Müşteri hizmetlerine ulaşmak çok zor.,YapiKredi,,ATM kartımı yuttu|müşteri hizmetlerine ulaşmak çok zor,
5971,@Yemeksepeti üzerinden verdiğim sipariş hem soğuk geldi hem de eksik.,Yemeksepeti,,soğuk geldi|eksik,
5972,@Zara'dan aldığım elbisenin rengi fotoğraftakinden çok farklı. Bu durumu nasıl çözebiliriz?,Zara,,rengi fotoğraftakinden çok farklı,bu durumu nasıl çözebiliriz  
5973,@akbank kredi kartı limitimi arttırmak istiyorum ama kimseye ulaşamıyorum. Yardım edin lütfen.,akbank,,limit arttırmak istiyorum|ulaşamıyorum,yardım edin lütfen  
5974,@amazontr Ürün çok hızlı geldi ve paketlemesi harikaydı. Teşekkürler,amazontr,hızlı geldi|paketlemesi harikaydı,,teşekkürler  
5975,@bim  marketinde çalışanlar çok ilgisiz. Alışveriş yaparken bir şey soramıyoruz bile.,Bim,,çok ilgisiz,
5976,Hep aynı sorunlarla karşılaşıyorum artık yeter. @VodafoneTR, VodafoneTR,,hep aynı sorunlarla karşılaşıyorum|artık yeter,
5977,@elektronikci mağazadan aldığım televizyon kırık çıktı. İlgilenir misiniz?,elektronikci,,kırık çıktı,İlgilenir misiniz  
5978,@hepsiburadacom siparişim 5 gündür gelmedi ne zaman ulaşacak bilgi verebilir misiniz?,Hepsiburada,,5 gündür gelmedi,ne zaman ulaşacak|bilgi verebilir misiniz  
5979,@koctas mağazanızdan aldığım ürün yanlış gönderildi ve iade süreci çok uzun sürdü.,koctas,,yanlış gönderildi|iade süreci çok uzun sürdü,
5980,@mediamarkt ürün iadesi konusunda çok yardımcı oldunuz teşekkürler,mediamarkt,çok yardımcı oldunuz|teşekkürler,,
5981,@migros marketlerinizin düzeni çok hoşuma gidiyor ama kasalarda çok sıra var.,migros,hoşuma gidiyor,sıra var,
5982,@n11 alışverişim sorunsuz ve hızlı teslim edildi. Teşekkürler.,n11,sorunsuz|hızlı teslim edildi|Teşekkürler,,
5983,@n11destek Aldığım laptop arızalı çıktı ve iade süreci tam bir kabus. Bir daha asla buradan alışveriş yapmam.,n11destek,,arızalı çıktı|iade süreci kabus|asla alışveriş yapmam,
5984,@n11destek sipariş verdiğim ürün hala gönderilmedi. Müşteri hizmetlerine ulaşmak imkansız. Bu kadar kötü bir alışveriş deneyimi yaşamadım.,n11destek,,hala gönderilmedi|ulaşmak imkansız|kötü bir alışveriş deneyimi,
5985,@pizzahutdestek sipariş ettiğimiz pizza buz gibi geldi. Bu nasıl bir hizmet?,pizzahutdestek, ,buz gibi geldi|nasıl bir hizmet,
5986,@sahibindencom ev ilanları çok yanıltıcı. Gerçekle alakası yok.,sahibindencom,,yanıltıcı|Gerçekle alakası yok,
5987,@sahibindencom ilan girmek çok kolay ama müşteri hizmetleri çok yavaş dönüş yapıyor.,sahibindencom,ilan girmek çok kolay,çok yavaş dönüş yapıyor,
5988,@samsungdestek buzdolabınız arızalandı servis bir türlü gelmiyor hayal kırıklığı yaşadım,samsungdestek,,arızalandı|hayal kırıklığı yaşadım|servis bir türlü gelmiyor,
5989,@THYDestek Uçağım rötar yaptı ve bağlantılı uçuşumu kaçırdım. Paramın iadesini istiyorum.,THYDestek,,rötar yaptı|bağlantılı uçuşumu kaçırdım,Paramın iadesini istiyorum  
5990,Sürekli kullandığım uçak firmasından çok memnunum. Uçuşlar her zaman zamanında ve personel çok yardımcı.,ilgili uçak firması,memnunum|uçuşlar zamanında|personel çok yardımcı,,
5991,@bim marketten aldığım ürünlerin fiyatı çok uygun ama kalite düşük.,bim,fiyatı çok uygun,kalite düşük,
5992,30 dakika bekledim hala müşteri temsilcisine bağlanamıyorum HSBC,HSBC,,30 dakika bekledim|bağlanamıyorum,
5993,30 dk açılmayan müşteri hizmetleri hattı mı olur ya? #TurkTelekom rezalet,TurkTelekom,,açılmayan müşteri hizmetleri hattı|rezalet,
5994,@A101 ürünlerin kalitesi çok düşük. Aldığım her şey hemen bozuluyor.,A101,,kalitesi çok düşük|her şey hemen bozuluyor,
5995,@A101Market aldığım ürünlerin son kullanma tarihi geçmiş. Bu nasıl bir sorumsuzluk?,A101Market,,son kullanma tarihi geçmiş|sorumsuzluk,
5996,@A101Market Ürünlerinizde kalite kontrol yapmıyor musunuz? Bozuk ürün aldım.,A101Market,,bozuk ürün,
5997,@A101Market ürünlerinizin fiyatları çok uygun ama bazı ürünlerin kalitesi düşük.,A101Market,fiyatları çok uygun,kalitesi düşük,
5998,@Akbank 4 gündür mobil bankacılık çalışmıyor. Nasıl bir hizmet anlayışınız var anlamıyorum.,Akbank,,mobil bankacılık çalışmıyor|Nasıl bir hizmet anlayışınız,
5999,@AkbankPOS terminali sürekli hata veriyor. Acilen çözüm bulun.,AkbankPOS,,sürekli hata veriyor,acilen çözüm bulun  
6000,@Amazon Türkiye kargo teslimat süresi çok uzundu. Bir daha buradan alışveriş yapmayı düşünmüyorum.,Amazon Türkiye,,teslimat süresi çok uzundu|alışveriş yapmayı düşünmüyorum,
6001,@AmazonDestek paketim eksik geldi. Ne yapmalıyım?,AmazonDestek,,eksik geldi,Ne yapmalıyım?
6002,@AnadoluJet saatinde kalkış yaptı ve çok konforluydu. Teşekkürler,AnadoluJet,saatinde kalkış yaptı|çok konforluydu|Teşekkürler,,
6003,@Apple teknik servisiniz çok başarılı ve hızlı. Teşekkür ederim.,Apple,başarılı|hızlı|Teşekkür ederim,,
6004,@ArasKargo'dan gelen paketim kayboldu. Müşteri hizmetleri hiç yardımcı olmuyor. Çok mağdurum.,ArasKargo,,paketim kayboldu|hiç yardımcı olmuyor|mağdurum,
6005,@Arçelik buzdolabım bozuldu ve yetkili servis gelmek bilmiyor. Nasıl bir müşteri memnuniyeti anlayışınız var?,Arçelik,,bozuldu|gelmek bilmiyor|memnuniyeti anlayışınız,
6006,@Beko_destek klimam arızalandı ve servis çok geç geldi. Bu konuda çok hayal kırıklığına uğradım,Beko_destek,,arızalandı|servis çok geç geldi|hayal kırıklığına uğradım,
6007,@Bim mağazasından alışveriş yaptım ama kasadaki çalışan çok kaba davrandı. Hizmet kalitenizi arttırmalısınız.,Bim,,kaba davrandı,hizmet kalitenizi arttırmalısınız  
6008,@BimCell internet paketleri fena değil ama kapsama alanı sorunlu, BimCell,internet paketleri fena değil,kapsama alanı sorunlu,
6009,@BimMarket taze ürünler ve hızlı hizmet için teşekkürler.,BimMarket,taze ürünler|hızlı hizmet|teşekkürler,,
6010,@BimMarketler aldığım süt bozulmuştu. Böyle bir şey nasıl olabilir?,BimMarketler,,süt bozulmuştu,Böyle bir şey nasıl olabilir  
6011,@BoschDestek yeni aldığım çamaşır makinesi aşırı ses yapıyor ve düzgün yıkamıyor. Ürün değişimi istiyorum.,BoschDestek,,aşırı ses yapıyor|düzgün yıkamıyor,ürün değişimi istiyorum  
6012,@BurgerKing siparişi yanlış getirdi. Hem de çok geç geldi.,BurgerKing,,yanlış getirdi|çok geç geldi,
6013,@BurgerKing'de yemek yerken masalar çok kirliydi. Hiç beğenmedim.,BurgerKing,,masalar çok kirliydi|Hiç beğenmedim,
6014,@Carrefoursa'dan alışveriş yaptım. Ürünler eksiksizdi ama paketleme kötüydü.,Carrefoursa,ürünler eksiksizdi,paketleme kötüydü,
6015,@Eczacıbaşı ürünleri gerçekten kaliteli. Sürekli kullanıyorum.,Eczacıbaşı,gerçekten kaliteli|sürekli kullanıyorum,,
6016,@Enpara Kredi kartımdan yanlışlıkla fazla para çekilmiş. Düzeltir misiniz?,Enpara,,fazla para çekilmiş,Düzeltir misiniz  
6017,@Enuyguncom bilet iptali yapmak istedim fakat müşteri hizmetlerine ulaşamıyorum. Yardım eder misiniz?,Enuyguncom,,ulaşamıyorum,Yardım eder misiniz  
6018,#Teknosa'dan aldığım laptop bozuldu garantiye gönderdim tamir edilmeden geri geldi,Teknosa,,bozuldu|tamir edilmeden geri geldi,
6019,#Samsung telefonumun bataryası çok çabuk bitiyor ve ısınma problemi var, Samsung,,bataryası çok çabuk bitiyor|ısınma problemi var,
6020,#PttBank işlemler çok yavaş ilerliyor. Bir saat bekledim.,PttBank,,işlemler yavaş|bir saat bekledim,
6021,#PTTDestek kargom nerde? Bir haftadır bekliyorum!,PTTDestek,,bir haftadır bekliyorum,
6022,#N11'den aldığım bilgisayar çok hızlı ve performansı harika.,N11,çok hızlı|performansı harika,,
6023,#Migros'tan aldığım süt tarihi geçmiş. Bu nasıl bir sorumsuzluk?,#Migros,,tarihi geçmiş|sorumsuzluk,
6024,#Migros mağazasında çalışanlar çok kibar ve yardımsever. Ancak raflar düzensiz ve ürün bulmak zor.,Migros,kibar|yardımsever,düzensiz|bulmak zor,
6025,#Migros marketten aldığım ürünlerin son kullanma tarihi geçmiş.,Migros,,son kullanma tarihi geçmiş,
6026,#Mediamarkt aldığım televizyonun ekranı kırık geldi. Değişim talep ediyorum ama kimse dönüş yapmıyor.,Mediamarkt,,ekranı kırık|kimse dönüş yapmıyor,
6027,#MNGKargo siparişimi adresime getirmedi. Şubeye gitmek zorunda kaldım.,MNGKargo,,adresime getirmedi|şubeye gitmek zorunda kaldım,
6028,#LCWaikiki'den aldığım montun fermuarı hemen bozuldu. Bu nasıl kalite?,LCWaikiki,,fermuarı hemen bozuldu|nasıl kalite,
6029,#LCW mağazasındaki kıyafetlerin kalitesi her geçen gün düşüyor. Bir daha alışveriş yapmayı düşünmüyorum.,LCW,,kalitesi düşüyor,bir daha alışveriş yapmayı düşünmüyorum  
6030,#Koton'dan aldığım mont çok kaliteli çıktı. Kesinlikle tavsiye ederim.,Koton,çok kaliteli|tavsiye ederim,,
6031,#Hepsiburada kargo çok geç geldi. Bir daha alışveriş yapmam,Hepsiburada,,geç geldi|alışveriş yapmam,
6032,#Hepsiburada dan aldığım ürün hasarlı geldi. İade işlemleri çok uzun sürüyor.,Hepsiburada,,hasarlı geldi,iade işlemleri çok uzun sürüyor  
